Fecha,Predicciones
4/23/2015,1172.30
4/24/2015,1196.46
4/25/2015,345.12
4/26/2015,2.89
4/27/2015,675.69
4/28/2015,1019.53
4/29/2015,1149.72
4/30/2015,1172.30
5/1/2015,1168.20
5/2/2015,336.97
5/3/2015,2.82
5/4/2015,659.72
5/5/2015,995.45
5/6/2015,1122.56
5/7/2015,1144.61
5/8/2015,1168.20
5/9/2015,336.97
5/10/2015,2.82
5/11/2015,659.72
5/12/2015,995.45
5/13/2015,1122.56
5/14/2015,1144.61
5/15/2015,1168.20
5/16/2015,336.97
5/17/2015,2.82
5/18/2015,659.72
5/19/2015,995.45
5/20/2015,1122.56
5/21/2015,1144.61
5/22/2015,1168.20
5/23/2015,336.97
5/24/2015,2.82
5/25/2015,659.72
5/26/2015,995.45
5/27/2015,1122.56
5/28/2015,1144.61
5/29/2015,1168.20
5/30/2015,336.97
5/31/2015,2.82
6/1/2015,671.93
6/2/2015,1013.87
6/3/2015,1143.33
6/4/2015,1165.79
6/5/2015,1189.82
6/6/2015,343.21
6/7/2015,2.87
6/8/2015,671.93
6/9/2015,1013.87
6/10/2015,1143.33
6/11/2015,1165.79
6/12/2015,1189.82
6/13/2015,343.21
6/14/2015,2.87
6/15/2015,671.93
6/16/2015,1013.87
6/17/2015,1143.33
6/18/2015,1165.79
6/19/2015,1189.82
6/20/2015,343.21
6/21/2015,2.87
6/22/2015,671.93
6/23/2015,1013.87
6/24/2015,1143.33
6/25/2015,1165.79
6/26/2015,1189.82
6/27/2015,343.21
6/28/2015,2.87
6/29/2015,671.93
6/30/2015,1013.87
7/1/2015,1113.16
7/2/2015,1135.02
7/3/2015,1158.42
7/4/2015,334.15
7/5/2015,2.79
7/6/2015,654.20
7/7/2015,987.11
7/8/2015,1113.16
7/9/2015,1135.02
7/10/2015,1158.42
7/11/2015,334.15
7/12/2015,2.79
7/13/2015,654.20
7/14/2015,987.11
7/15/2015,1113.16
7/16/2015,1135.02
7/17/2015,1158.42
7/18/2015,334.15
7/19/2015,2.79
7/20/2015,654.20
7/21/2015,987.11
7/22/2015,1113.16
7/23/2015,1135.02
7/24/2015,1158.42
7/25/2015,334.15
7/26/2015,2.79
7/27/2015,654.20
7/28/2015,987.11
7/29/2015,1113.16
7/30/2015,1135.02
7/31/2015,1158.42
8/1/2015,331.60
8/2/2015,2.77
8/3/2015,649.21
8/4/2015,979.58
8/5/2015,1104.67
8/6/2015,1126.37
8/7/2015,1149.58
8/8/2015,331.60
8/9/2015,2.77
8/10/2015,649.21
8/11/2015,979.58
8/12/2015,1104.67
8/13/2015,1126.37
8/14/2015,1149.58
8/15/2015,331.60
8/16/2015,2.77
8/17/2015,649.21
8/18/2015,979.58
8/19/2015,1104.67
8/20/2015,1126.37
8/21/2015,1149.58
8/22/2015,331.60
8/23/2015,2.77
8/24/2015,649.21
8/25/2015,979.58
8/26/2015,1104.67
8/27/2015,1126.37
8/28/2015,1149.58
8/29/2015,331.60
8/30/2015,2.77
8/31/2015,649.21
9/1/2015,1044.17
9/2/2015,1177.51
9/3/2015,1200.64
9/4/2015,1225.38
9/5/2015,353.46
9/6/2015,2.96
9/7/2015,692.02
9/8/2015,1044.17
9/9/2015,1177.51
9/10/2015,1200.64
9/11/2015,1225.38
9/12/2015,353.46
9/13/2015,2.96
9/14/2015,692.02
9/15/2015,1044.17
9/16/2015,1177.51
9/17/2015,1200.64
9/18/2015,1225.38
9/19/2015,353.46
9/20/2015,2.96
9/21/2015,692.02
9/22/2015,1044.17
9/23/2015,1177.51
9/24/2015,1200.64
9/25/2015,1225.38
9/26/2015,353.46
9/27/2015,2.96
9/28/2015,692.02
9/29/2015,1044.17
9/30/2015,1177.51
10/1/2015,1120.08
10/2/2015,1143.16
10/3/2015,329.75
10/4/2015,2.76
10/5/2015,645.58
10/6/2015,974.11
10/7/2015,1098.50
10/8/2015,1120.08
10/9/2015,1143.16
10/10/2015,329.75
10/11/2015,2.76
10/12/2015,645.58
10/13/2015,974.11
10/14/2015,1098.50
10/15/2015,1120.08
10/16/2015,1143.16
10/17/2015,329.75
10/18/2015,2.76
10/19/2015,645.58
10/20/2015,974.11
10/21/2015,1098.50
10/22/2015,1120.08
10/23/2015,1143.16
10/24/2015,329.75
10/25/2015,2.76
10/26/2015,645.58
10/27/2015,974.11
10/28/2015,1098.50
10/29/2015,1120.08
10/30/2015,1143.16
10/31/2015,329.75
11/1/2015,2.74
11/2/2015,642.32
11/3/2015,969.18
11/4/2015,1092.94
11/5/2015,1114.41
11/6/2015,1137.38
11/7/2015,328.08
11/8/2015,2.74
11/9/2015,642.32
11/10/2015,969.18
11/11/2015,1092.94
11/12/2015,1114.41
11/13/2015,1137.38
11/14/2015,328.08
11/15/2015,2.74
11/16/2015,642.32
11/17/2015,969.18
11/18/2015,1092.94
11/19/2015,1114.41
11/20/2015,1137.38
11/21/2015,328.08
11/22/2015,2.74
11/23/2015,642.32
11/24/2015,969.18
11/25/2015,1092.94
11/26/2015,1114.41
11/27/2015,1137.38
11/28/2015,328.08
11/29/2015,2.74
11/30/2015,642.32
12/1/2015,1309.42
12/2/2015,1476.62
12/3/2015,1505.63
12/4/2015,1536.66
12/5/2015,443.25
12/6/2015,3.71
12/7/2015,867.81
12/8/2015,1309.42
12/9/2015,1476.62
12/10/2015,1505.63
12/11/2015,1536.66
12/12/2015,443.25
12/13/2015,3.71
12/14/2015,867.81
12/15/2015,1309.42
12/16/2015,1476.62
12/17/2015,1505.63
12/18/2015,1536.66
12/19/2015,443.25
12/20/2015,3.71
12/21/2015,867.81
12/22/2015,1309.42
12/23/2015,1476.62
12/24/2015,1505.63
12/25/2015,1536.66
12/26/2015,443.25
12/27/2015,3.71
12/28/2015,867.81
12/29/2015,1309.42
12/30/2015,1476.62
12/31/2015,1505.63
1/1/2016,799.52
1/2/2016,230.62
1/3/2016,1.93
1/4/2016,451.52
1/5/2016,681.29
1/6/2016,768.28
1/7/2016,783.37
1/8/2016,799.52
1/9/2016,230.62
1/10/2016,1.93
1/11/2016,451.52
1/12/2016,681.29
1/13/2016,768.28
1/14/2016,783.37
1/15/2016,799.52
1/16/2016,230.62
1/17/2016,1.93
1/18/2016,451.52
1/19/2016,681.29
1/20/2016,768.28
1/21/2016,783.37
1/22/2016,799.52
1/23/2016,230.62
1/24/2016,1.93
1/25/2016,451.52
1/26/2016,681.29
1/27/2016,768.28
1/28/2016,783.37
1/29/2016,799.52
1/30/2016,230.62
1/31/2016,1.93
2/1/2016,568.93
2/2/2016,858.45
2/3/2016,968.07
2/4/2016,987.08
2/5/2016,1007.43
2/6/2016,290.59
2/7/2016,2.43
2/8/2016,568.93
2/9/2016,858.45
2/10/2016,968.07
2/11/2016,987.08
2/12/2016,1007.43
2/13/2016,290.59
2/14/2016,2.43
2/15/2016,568.93
2/16/2016,858.45
2/17/2016,968.07
2/18/2016,987.08
2/19/2016,1007.43
2/20/2016,290.59
2/21/2016,2.43
2/22/2016,568.93
2/23/2016,858.45
2/24/2016,968.07
2/25/2016,987.08
2/26/2016,1007.43
2/27/2016,290.59
2/28/2016,2.43
2/29/2016,568.93
3/1/2016,840.24
3/2/2016,947.53
3/3/2016,966.14
3/4/2016,986.06
3/5/2016,284.43
3/6/2016,2.38
3/7/2016,556.86
3/8/2016,840.24
3/9/2016,947.53
3/10/2016,966.14
3/11/2016,986.06
3/12/2016,284.43
3/13/2016,2.38
3/14/2016,556.86
3/15/2016,840.24
3/16/2016,947.53
3/17/2016,966.14
3/18/2016,986.06
3/19/2016,284.43
3/20/2016,2.38
3/21/2016,556.86
3/22/2016,840.24
3/23/2016,947.53
3/24/2016,966.14
3/25/2016,986.06
3/26/2016,284.43
3/27/2016,2.38
3/28/2016,556.86
3/29/2016,840.24
3/30/2016,947.53
3/31/2016,966.14
4/1/2016,996.91
4/2/2016,287.56
4/3/2016,2.41
4/4/2016,562.99
4/5/2016,849.49
4/6/2016,957.96
4/7/2016,976.78
4/8/2016,996.91
4/9/2016,287.56
4/10/2016,2.41
4/11/2016,562.99
4/12/2016,849.49
4/13/2016,957.96
4/14/2016,976.78
4/15/2016,996.91
4/16/2016,287.56
4/17/2016,2.41
4/18/2016,562.99
4/19/2016,849.49
4/20/2016,957.96
4/21/2016,976.78
4/22/2016,996.91
4/23/2016,287.56
4/24/2016,2.41
4/25/2016,562.99
4/26/2016,849.49
4/27/2016,957.96
4/28/2016,976.78
4/29/2016,996.91
4/30/2016,287.56
5/1/2016,2.33
5/2/2016,545.81
5/3/2016,823.56
5/4/2016,928.72
5/5/2016,946.96
5/6/2016,966.48
5/7/2016,278.78
5/8/2016,2.33
5/9/2016,545.81
5/10/2016,823.56
5/11/2016,928.72
5/12/2016,946.96
5/13/2016,966.48
5/14/2016,278.78
5/15/2016,2.33
5/16/2016,545.81
5/17/2016,823.56
5/18/2016,928.72
5/19/2016,946.96
5/20/2016,966.48
5/21/2016,278.78
5/22/2016,2.33
5/23/2016,545.81
5/24/2016,823.56
5/25/2016,928.72
5/26/2016,946.96
5/27/2016,966.48
5/28/2016,278.78
5/29/2016,2.33
5/30/2016,545.81
5/31/2016,823.56
6/1/2016,922.90
6/2/2016,941.03
6/3/2016,960.42
6/4/2016,277.04
6/5/2016,2.32
6/6/2016,542.38
6/7/2016,818.40
6/8/2016,922.90
6/9/2016,941.03
6/10/2016,960.42
6/11/2016,277.04
6/12/2016,2.32
6/13/2016,542.38
6/14/2016,818.40
6/15/2016,922.90
6/16/2016,941.03
6/17/2016,960.42
6/18/2016,277.04
6/19/2016,2.32
6/20/2016,542.38
6/21/2016,818.40
6/22/2016,922.90
6/23/2016,941.03
6/24/2016,960.42
6/25/2016,277.04
6/26/2016,2.32
6/27/2016,542.38
6/28/2016,818.40
6/29/2016,922.90
6/30/2016,941.03
7/1/2016,983.28
7/2/2016,283.63
7/3/2016,2.37
7/4/2016,555.29
7/5/2016,837.87
7/6/2016,944.86
7/7/2016,963.42
7/8/2016,983.28
7/9/2016,283.63
7/10/2016,2.37
7/11/2016,555.29
7/12/2016,837.87
7/13/2016,944.86
7/14/2016,963.42
7/15/2016,983.28
7/16/2016,283.63
7/17/2016,2.37
7/18/2016,555.29
7/19/2016,837.87
7/20/2016,944.86
7/21/2016,963.42
7/22/2016,983.28
7/23/2016,283.63
7/24/2016,2.37
7/25/2016,555.29
7/26/2016,837.87
7/27/2016,944.86
7/28/2016,963.42
7/29/2016,983.28
7/30/2016,283.63
7/31/2016,2.37
8/1/2016,576.73
8/2/2016,870.22
8/3/2016,981.34
8/4/2016,1000.62
8/5/2016,1021.25
8/6/2016,294.58
8/7/2016,2.46
8/8/2016,576.73
8/9/2016,870.22
8/10/2016,981.34
8/11/2016,1000.62
8/12/2016,1021.25
8/13/2016,294.58
8/14/2016,2.46
8/15/2016,576.73
8/16/2016,870.22
8/17/2016,981.34
8/18/2016,1000.62
8/19/2016,1021.25
8/20/2016,294.58
8/21/2016,2.46
8/22/2016,576.73
8/23/2016,870.22
8/24/2016,981.34
8/25/2016,1000.62
8/26/2016,1021.25
8/27/2016,294.58
8/28/2016,2.46
8/29/2016,576.73
8/30/2016,870.22
8/31/2016,981.34
9/1/2016,1112.84
9/2/2016,1135.78
9/3/2016,327.62
9/4/2016,2.74
9/5/2016,641.41
9/6/2016,967.82
9/7/2016,1091.40
9/8/2016,1112.84
9/9/2016,1135.78
9/10/2016,327.62
9/11/2016,2.74
9/12/2016,641.41
9/13/2016,967.82
9/14/2016,1091.40
9/15/2016,1112.84
9/16/2016,1135.78
9/17/2016,327.62
9/18/2016,2.74
9/19/2016,641.41
9/20/2016,967.82
9/21/2016,1091.40
9/22/2016,1112.84
9/23/2016,1135.78
9/24/2016,327.62
9/25/2016,2.74
9/26/2016,641.41
9/27/2016,967.82
9/28/2016,1091.40
9/29/2016,1112.84
9/30/2016,1135.78
10/1/2016,307.04
10/2/2016,2.57
10/3/2016,601.12
10/4/2016,907.03
10/5/2016,1022.85
10/6/2016,1042.94
10/7/2016,1064.44
10/8/2016,307.04
10/9/2016,2.57
10/10/2016,601.12
10/11/2016,907.03
10/12/2016,1022.85
10/13/2016,1042.94
10/14/2016,1064.44
10/15/2016,307.04
10/16/2016,2.57
10/17/2016,601.12
10/18/2016,907.03
10/19/2016,1022.85
10/20/2016,1042.94
10/21/2016,1064.44
10/22/2016,307.04
10/23/2016,2.57
10/24/2016,601.12
10/25/2016,907.03
10/26/2016,1022.85
10/27/2016,1042.94
10/28/2016,1064.44
10/29/2016,307.04
10/30/2016,2.57
10/31/2016,601.12
11/1/2016,934.61
11/2/2016,1053.95
11/3/2016,1074.65
11/4/2016,1096.80
11/5/2016,316.37
11/6/2016,2.65
11/7/2016,619.40
11/8/2016,934.61
11/9/2016,1053.95
11/10/2016,1074.65
11/11/2016,1096.80
11/12/2016,316.37
11/13/2016,2.65
11/14/2016,619.40
11/15/2016,934.61
11/16/2016,1053.95
11/17/2016,1074.65
11/18/2016,1096.80
11/19/2016,316.37
11/20/2016,2.65
11/21/2016,619.40
11/22/2016,934.61
11/23/2016,1053.95
11/24/2016,1074.65
11/25/2016,1096.80
11/26/2016,316.37
11/27/2016,2.65
11/28/2016,619.40
11/29/2016,934.61
11/30/2016,1053.95
12/1/2016,1399.90
12/2/2016,1428.76
12/3/2016,412.13
12/4/2016,3.45
12/5/2016,806.87
12/6/2016,1217.47
12/7/2016,1372.93
12/8/2016,1399.90
12/9/2016,1428.76
12/10/2016,412.13
12/11/2016,3.45
12/12/2016,806.87
12/13/2016,1217.47
12/14/2016,1372.93
12/15/2016,1399.90
12/16/2016,1428.76
12/17/2016,412.13
12/18/2016,3.45
12/19/2016,806.87
12/20/2016,1217.47
12/21/2016,1372.93
12/22/2016,1399.90
12/23/2016,1428.76
12/24/2016,412.13
12/25/2016,3.45
12/26/2016,806.87
12/27/2016,1217.47
12/28/2016,1372.93
12/29/2016,1399.90
12/30/2016,1428.76
12/31/2016,412.13
